ProjectID, BugId, FaultNodeName
Closure,59, com.google.javascript.jscomp.Compiler#227
Closure,60, com.google.javascript.jscomp.NodeUtil#121
Closure,61, com.google.javascript.jscomp.NodeUtil#928
Closure,62, com.google.javascript.jscomp.LightweightMessageFormatter#68
Closure,63, com.google.javascript.jscomp.LightweightMessageFormatter#68
Closure,64, Unknown
Closure,65, Unknown
Closure,66, com.google.javascript.jscomp.TypeCheck#466
Closure,67, com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties#315
Closure,68, com.google.javascript.jscomp.parsing.JsDocInfoParser#1686
Closure,69, com.google.javascript.jscomp.TypeCheck#1545
Closure,70, com.google.javascript.jscomp.TypedScopeCreator$LocalScopeBuilder#1735
Closure,71, com.google.javascript.jscomp.CheckAccessControls#409
Closure,72, com.google.javascript.jscomp.FunctionToBlockMutator#143
Closure,73, com.google.javascript.jscomp.CodeGenerator#993
Closure,74, com.google.javascript.jscomp.PeepholeFoldConstants#889
Closure,75, Unknown
Closure,76, com.google.javascript.jscomp.DeadAssignmentsElimination#341
Closure,77, com.google.javascript.jscomp.CodeGenerator#961
Closure,78, com.google.javascript.jscomp.PeepholeFoldConstants#667
Closure,79, com.google.javascript.jscomp.Normalize#120
Closure,80, com.google.javascript.jscomp.NodeUtil#1243
Closure,81, Unknown
Closure,82, com.google.javascript.rhino.jstype.JSType#163
Closure,83, com.google.javascript.jscomp.CommandLineRunner$Flags$BooleanOptionHandler#334
Closure,84, Unknown
Closure,85, com.google.javascript.jscomp.UnreachableCodeElimination#143
Closure,86, com.google.javascript.jscomp.NodeUtil#2425
Closure,87, com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#520
Closure,88, Unknown
Closure,89, com.google.javascript.jscomp.GlobalNamespace$Name#897
Closure,90, Unknown
Closure,91, com.google.javascript.jscomp.CheckGlobalThis#84
Closure,92, com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName#748
Closure,93, com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName#748
Closure,94, Unknown
Closure,95, com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#873
Closure,96, com.google.javascript.jscomp.TypeCheck#1401
Closure,97, Unknown
Closure,98, com.google.javascript.jscomp.NodeUtil#838
Closure,99, com.google.javascript.jscomp.CheckGlobalThis#86
Closure,100, com.google.javascript.jscomp.CheckGlobalThis#86
Closure,101, com.google.javascript.jscomp.CommandLineRunner#420
Closure,102, Unknown
Closure,103, com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem#737
Closure,104, Unknown
Closure,105, com.google.javascript.jscomp.FoldConstants#1463
Closure,107, com.google.javascript.jscomp.AbstractCommandLineRunner#806
Closure,108, com.google.javascript.jscomp.ScopedAliases$Traversal#524
Closure,109, com.google.javascript.jscomp.parsing.JsDocInfoParser#1908
Closure,110, com.google.javascript.jscomp.ScopedAliases$Traversal#353
Closure,111, Unknown
Closure,112, com.google.javascript.jscomp.TypeInference#1185
Closure,113, com.google.javascript.jscomp.ProcessClosurePrimitives#296
Closure,114, com.google.javascript.jscomp.NameAnalyzer$FindDependencyScopes#559
Closure,115, com.google.javascript.jscomp.FunctionInjector#691
Closure,116, com.google.javascript.jscomp.FunctionInjector#691
Closure,117, com.google.javascript.jscomp.TypeValidator#731
Closure,118, com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties#491
Closure,119, com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#307
Closure,120, com.google.javascript.jscomp.ReferenceCollectingCallback$ReferenceCollection#422
Closure,121, com.google.javascript.jscomp.InlineVariables$InliningBehavior#257
Closure,122, Unknown
Closure,123, com.google.javascript.jscomp.CodeGenerator#108
Closure,124, Unknown
Closure,125, com.google.javascript.jscomp.TypeCheck#1657
Closure,126, com.google.javascript.jscomp.MinimizeExitPoints#109
Closure,127, com.google.javascript.jscomp.UnreachableCodeElimination$EliminationPass#141
Closure,128, Unknown
Closure,129, com.google.javascript.jscomp.PrepareAst$PrepareAnnotations#159
Closure,130, com.google.javascript.jscomp.CollapseProperties#163
Closure,131, Unknown
Closure,132, com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#638
Closure,133, com.google.javascript.jscomp.parsing.JsDocInfoParser#2400
